Timestamp,Vibration_X,Vibration_Y,Vibration_Z,Acoustic_Level,Temperature,Fault_Type
2024-01-02 06:14:00,0.1865734676047084,0.1933360642385422,0.2246261723103178,24.762336094815,59.27876126521777,Normal
2024-01-22 13:57:00,0.2849768238531084,0.321765725160698,0.2361761577467741,30.51494517882287,88.77321315296074,Overheating
2024-01-16 07:11:00,0.4710366329032794,0.6590481615121786,0.4061482251057243,47.10092550782653,66.41420865227752,Imbalance
2024-01-13 23:41:00,0.4377689306870623,0.523684718885955,0.2999589428625275,58.611389933359405,69.99879317435511,Imbalance
2024-01-04 01:53:00,0.1719221126834687,0.2163796365571479,0.105515110670105,27.00419041227034,62.48005652368592,Normal
2024-01-11 00:25:00,0.7083865416108422,0.7313219349629974,0.9512749844081252,58.06323118898784,75.1063750752405,Bearing Fault
2024-01-07 18:31:00,0.6486215669732502,0.9465470828903728,0.7900404337642988,76.91960993325688,74.5958894376297,Bearing Fault
2024-01-01 07:01:00,0.2877670421221602,0.2471857752878022,0.2559270704667974,32.54370359903604,59.616972700134696,Normal
2024-01-09 00:58:00,0.6812801447409655,0.9828297441115084,0.6071187623287946,81.48120775485536,70.08171027915172,Bearing Fault
2024-01-13 10:26:00,0.4693594364886324,0.5137911907259002,0.4371551456134748,42.04562566658904,66.45779598072602,Imbalance
2024-01-13 16:36:00,0.6143033222478669,0.4309438116879911,0.3851566145684555,53.66405064255107,62.69658607887709,Imbalance
2024-01-14 04:14:00,0.4743468988385089,0.4997072490823075,0.5469701711520396,79.414181298362,64.95227992945695,Imbalance
2024-01-03 07:01:00,0.15310372117318,0.2017647695372608,0.2500532421285382,36.40802720747971,58.20431315841441,Normal
2024-01-10 06:51:00,0.7735077751738929,0.7982969588806617,0.8570393088306416,66.64545800597982,71.7536216307219,Bearing Fault
2024-01-19 16:26:00,0.2812339265115812,0.2666404401845615,0.3145301104735462,41.63357826417382,81.4249408977738,Overheating
2024-01-20 21:22:00,0.2484326957727734,0.2312122981557234,0.2657113267655744,41.72780000431671,85.58619325838758,Overheating
2024-01-20 10:12:00,0.2820644045846028,0.3594796195872599,0.298952860420126,42.89453700847151,93.14822304041442,Overheating
2024-01-13 07:58:00,0.4547227355649775,0.5603214388818847,0.4089411617798923,54.91516937972854,63.36287719848724,Imbalance
2024-01-09 18:05:00,0.8097968546300607,0.6423516821488942,0.8524708250886757,60.88599363577994,71.16619672739607,Bearing Fault
2024-01-05 17:24:00,0.156801007546196,0.2256837607896653,0.310259365007955,38.611161552991085,59.1994843549948,Normal
2024-01-07 04:40:00,0.9549184965879588,0.9033907789846434,0.7941755654407077,85.73698965012042,79.35169615084884,Bearing Fault
2024-01-22 00:59:00,0.276300902327523,0.3552215886116994,0.284567751886137,44.95439619179665,85.60857207246922,Overheating
2024-01-03 05:53:00,0.2955709543569862,0.1928000011149169,0.2514239504595055,33.27766988245751,59.69310289511772,Normal
2024-01-09 15:31:00,0.9338414199120112,0.9572224731298158,0.6453038151117717,59.31322877365759,77.2045332974904,Bearing Fault
